,ID,Name,Age,Photo,Nationality,Flag,Overall,Potential,Club,Club Logo,Value,Wage,Special,Acceleration,Aggression,Agility,Balance,BallControl,Body Type,CAM,CB,CDM,CF,CM,Composure,Contract Valid Until,Crossing,Curve,Dribbling,FKAccuracy,Finishing,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,HeadingAccuracy,Interceptions,International Reputation,Jersey Number,Joined,Jumping,LAM,LB,LCB,LCM,LDM,LF,LM,LS,LW,LWB,Loaned From,LongPassing,LongShots,Marking,Penalties,Position,Positioning,Preferred Foot,RAM,RB,RCB,RCM,RDM,RF,RM,RS,RW,RWB,Reactions,Real Face,Release Clause,ST,ShortPassing,ShotPower,Skill Moves,SlidingTackle,SprintSpeed,Stamina,StandingTackle,Strength,Vision,Volleys,Weak Foot,Work Rate
14183,209935,D. Gallagher,27,https://cdn.sofifa.org/players/4/19/209935.png,Scotland,https://cdn.sofifa.org/flags/42.png,61,63,Livingston FC,https://cdn.sofifa.org/teams/2/light/621.png,€250K,€1K,1271,66,54,57,39,59,Normal,54+2,41+2,41+2,56+2,49+2,60,"Jun 30, 2019",30,32,52,24,62,8,10,13,10,8,70,20,1,9,,61,54+2,39+2,41+2,49+2,41+2,56+2,53+2,60+2,54+2,39+2,Amiens SC,47,54,22,65,ST,60,Right,54+2,39+2,41+2,49+2,41+2,56+2,53+2,60+2,54+2,39+2,47,No,,60+2,54,54,2,19,67,58,22,84,47,55,3,Medium/ Medium
14184,243727,J. Trtovac,31,https://cdn.sofifa.org/players/4/19/243727.png,Serbia,https://cdn.sofifa.org/flags/51.png,61,61,BB Erzurumspor,https://cdn.sofifa.org/teams/2/light/749.png,€170K,€2K,1299,18,18,22,22,15,Lean,,,,,,23,,11,11,8,12,5,64,58,53,57,65,13,12,,,,37,,,,,,,,,,,,29,9,12,10,GK,8,Right,,,,,,,,,,,53,No,€630K,,25,18,1,12,24,22,13,62,23,7,3,Medium/ Medium
14185,228368,J. Sterry,22,https://cdn.sofifa.org/players/4/19/228368.png,England,https://cdn.sofifa.org/flags/14.png,61,69,Newcastle United,https://cdn.sofifa.org/teams/2/light/13.png,€325K,€6K,1598,33,17,42,51,18,Lean,,,,,,38,,10,12,12,12,6,63,57,64,57,62,11,6,,,,63,,,,,,,,,,,,24,8,9,17,GK,5,Right,,,,,,,,,,,60,No,€1.2M,,26,24,1,11,28,27,10,54,39,5,3,Medium/ Medium
14186,245008,M. Haas,22,https://cdn.sofifa.org/players/4/19/245008.png,Austria,https://cdn.sofifa.org/flags/4.png,61,68,SKN St. Pölten,https://cdn.sofifa.org/teams/2/light/112075.png,€300K,€2K,1575,40,19,31,42,19,Normal,,,,,,28,,13,15,17,14,18,63,56,53,63,63,14,25,,,,53,,,,,,,,,,,,20,14,28,21,GK,19,Right,,,,,,,,,,,50,No,€450K,,28,20,1,12,42,29,19,78,31,19,2,Medium/ Medium
14187,209169,H. Al Shuwaysh,29,https://cdn.sofifa.org/players/4/19/209169.png,Saudi Arabia,https://cdn.sofifa.org/flags/183.png,61,62,Al Raed,https://cdn.sofifa.org/teams/2/light/112392.png,€220K,€4K,1378,70,49,64,66,55,Lean,54+2,57+2,57+2,53+2,54+2,56,"Dec 31, 2018",58,26,59,27,35,10,12,8,14,8,50,61,1,24,,56,54+2,60+2,57+2,54+2,57+2,53+2,57+2,50+2,56+2,60+2,Atlético Nacional,47,42,64,35,LB,56,Left,54+2,60+2,57+2,54+2,57+2,53+2,57+2,50+2,56+2,60+2,58,No,,50+2,55,33,2,54,77,68,60,58,52,27,2,Medium/ Medium
14188,227601,A. Andersson,21,https://cdn.sofifa.org/players/4/19/227601.png,Sweden,https://cdn.sofifa.org/flags/46.png,61,71,BK Häcken,https://cdn.sofifa.org/teams/2/light/711.png,€350K,€1K,1709,68,65,60,67,60,Normal,52+2,61+2,61+2,49+2,55+2,47,2021,44,36,50,40,31,5,7,14,13,12,53,60,1,6,"Jul 1, 2018",60,52+2,60+2,61+2,55+2,61+2,49+2,53+2,47+2,51+2,59+2,,61,34,65,42,RB,45,Right,52+2,60+2,61+2,55+2,61+2,49+2,53+2,47+2,51+2,59+2,59,No,€713K,47+2,63,29,2,60,64,65,62,67,41,33,2,Medium/ High
14189,235537,E. Sánchez,18,https://cdn.sofifa.org/players/4/19/235537.png,Mexico,https://cdn.sofifa.org/flags/83.png,61,75,Pachuca,https://cdn.sofifa.org/teams/2/light/110147.png,€525K,€2K,1621,56,66,45,64,60,Lean,59+2,58+2,59+2,59+2,59+2,58,2021,49,66,55,65,55,8,14,7,14,14,65,71,1,15,"Jan 9, 2018",68,59+2,54+2,58+2,59+2,59+2,59+2,57+2,59+2,57+2,55+2,,59,54,54,56,CM,54,Left,59+2,54+2,58+2,59+2,59+2,59+2,57+2,59+2,57+2,55+2,68,No,€100K,59+2,63,65,2,39,55,49,46,64,65,63,3,Medium/ Low
14190,237329,J. Willock,18,https://cdn.sofifa.org/players/4/19/237329.png,England,https://cdn.sofifa.org/flags/14.png,61,79,Arsenal,https://cdn.sofifa.org/teams/2/light/1.png,€525K,€7K,1618,65,55,50,67,54,Lean,45+2,60+2,58+2,44+2,50+2,45,2021,55,40,34,40,30,9,12,7,12,10,56,57,1,23,"Jul 1, 2018",65,45+2,59+2,60+2,50+2,58+2,44+2,49+2,44+2,46+2,57+2,,58,25,64,45,CB,33,Left,45+2,59+2,60+2,50+2,58+2,44+2,49+2,44+2,46+2,57+2,55,No,€1.2M,44+2,60,38,2,62,58,60,63,65,39,28,2,Low/ High
14191,242705,C. Wehan,24,https://cdn.sofifa.org/players/4/19/242705.png,United States,https://cdn.sofifa.org/flags/95.png,61,65,San Jose Earthquakes,https://cdn.sofifa.org/teams/2/light/111928.png,€325K,€1K,1610,67,80,55,73,61,Normal,57+2,60+2,62+2,56+2,59+2,53,2019,50,52,50,53,46,8,16,15,11,12,50,59,1,4,"Jul 17, 2018",65,57+2,61+2,60+2,59+2,62+2,56+2,57+2,56+2,56+2,60+2,,61,60,55,46,CM,48,Right,57+2,61+2,60+2,59+2,62+2,56+2,57+2,56+2,56+2,60+2,59,No,€593K,56+2,63,72,2,63,69,75,61,63,58,47,3,High/ High
14192,245265,S. Kchouk,24,https://cdn.sofifa.org/players/4/19/245265.png,Tunisia,https://cdn.sofifa.org/flags/145.png,61,66,FC St. Gallen,https://cdn.sofifa.org/teams/2/light/898.png,€280K,€2K,1480,68,44,67,78,69,Normal,60+2,50+2,55+2,59+2,59+2,52,2019,52,54,65,56,55,16,11,12,13,12,47,54,1,31,"Jul 1, 2016",41,60+2,56+2,50+2,59+2,55+2,59+2,60+2,56+2,60+2,57+2,,61,53,45,66,CM,60,Right,60+2,56+2,50+2,59+2,55+2,59+2,60+2,56+2,60+2,57+2,53,No,€863K,56+2,65,50,3,59,60,60,53,36,50,61,2,High/ Medium
14193,180753,M. Bridge,32,https://cdn.sofifa.org/players/4/19/180753.png,Australia,https://cdn.sofifa.org/flags/195.png,61,61,Western Sydney Wanderers,https://cdn.sofifa.org/teams/2/light/112427.png,€200K,€2K,1648,29,25,35,39,19,Lean,,,,,,28,,14,11,19,13,5,59,58,65,63,66,14,14,,,,49,,,,,,,,,,,,19,19,10,13,GK,8,Right,,,,,,,,,,,42,No,€1M,,26,39,1,13,29,45,12,59,29,19,2,Medium/ Medium
14194,231954,Xu Xin,24,https://cdn.sofifa.org/players/4/19/231954.png,China PR,https://cdn.sofifa.org/flags/155.png,61,66,Guangzhou Evergrande Taobao FC,https://cdn.sofifa.org/teams/2/light/111839.png,€290K,€2K,1594,76,63,63,71,60,Normal,56+2,60+2,59+2,55+2,56+2,48,2021,41,45,65,42,40,12,7,12,5,9,58,62,1,36,"Jul 1, 2017",57,56+2,60+2,60+2,56+2,59+2,55+2,57+2,53+2,56+2,59+2,,54,32,57,64,CDM,43,Right,56+2,60+2,60+2,56+2,59+2,55+2,57+2,53+2,56+2,59+2,53,No,€1.3M,53+2,64,56,3,64,74,59,59,61,57,36,3,Medium/ Medium
14195,241170,M. Gallegos,21,https://cdn.sofifa.org/players/4/19/241170.png,Argentina,https://cdn.sofifa.org/flags/52.png,61,69,Unión de Santa Fe,https://cdn.sofifa.org/teams/2/light/111716.png,€375K,€2K,1431,29,19,58,25,15,Lean,,,,,,37,,12,10,9,11,7,60,59,61,62,64,10,6,,,,58,,,,,,,,,,,,29,5,17,21,GK,7,Left,,,,,,,,,,,48,No,€540K,,20,21,1,12,29,26,10,59,39,9,2,Medium/ Medium
14196,227603,P. Kpozo,20,https://cdn.sofifa.org/players/4/19/227603.png,Ghana,https://cdn.sofifa.org/flags/117.png,61,68,Östersunds FK,https://cdn.sofifa.org/teams/2/light/113173.png,€300K,€1K,1651,84,41,76,77,62,Stocky,56+2,40+2,43+2,58+2,50+2,50,2020,58,43,61,37,57,6,11,6,6,7,40,24,1,7,"Jul 1, 2018",65,56+2,47+2,40+2,50+2,43+2,58+2,60+2,57+2,60+2,50+2,,41,46,38,52,RM,53,Right,56+2,47+2,40+2,50+2,43+2,58+2,60+2,57+2,60+2,50+2,47,No,€619K,57+2,54,62,3,25,87,73,32,57,48,42,4,Medium/ Medium
14197,239635,K. Fila,20,https://cdn.sofifa.org/players/4/19/239635.png,Poland,https://cdn.sofifa.org/flags/37.png,61,72,Lechia Gdańsk,https://cdn.sofifa.org/teams/2/light/111091.png,€375K,€1K,1623,66,38,60,62,65,Lean,61+2,37+2,44+2,61+2,56+2,58,2021,59,40,62,34,68,11,14,12,14,13,42,25,1,27,"Jun 1, 2016",50,61+2,44+2,37+2,56+2,44+2,61+2,62+2,59+2,62+2,48+2,,52,47,22,58,ST,62,Right,61+2,44+2,37+2,56+2,44+2,61+2,62+2,59+2,62+2,48+2,62,No,€578K,59+2,65,52,2,28,63,62,23,56,57,46,3,Medium/ Medium
14198,239892,Y. Akgün,17,https://cdn.sofifa.org/players/4/19/239892.png,Turkey,https://cdn.sofifa.org/flags/48.png,61,79,Galatasaray SK,https://cdn.sofifa.org/teams/2/light/325.png,€500K,€5K,1491,64,70,65,71,62,Lean,52+2,63+2,61+2,51+2,55+2,62,2019,50,36,51,46,41,10,14,10,14,16,53,71,1,17,"Aug 16, 2008",77,52+2,60+2,63+2,55+2,61+2,51+2,52+2,51+2,52+2,59+2,,55,55,56,42,RB,51,Right,52+2,60+2,63+2,55+2,61+2,51+2,52+2,51+2,52+2,59+2,52,No,€189K,51+2,61,44,2,70,37,61,67,67,40,49,3,Medium/ Medium
14199,244500,F. Buchacher,30,https://cdn.sofifa.org/players/4/19/244500.png,Austria,https://cdn.sofifa.org/flags/4.png,61,61,FC Wacker Innsbruck,https://cdn.sofifa.org/teams/2/light/2045.png,€180K,€2K,1597,69,57,61,64,43,Normal,47+2,59+2,53+2,48+2,47+2,37,2019,60,44,61,40,30,7,8,7,13,14,57,65,1,29,"Jul 1, 2018",61,47+2,60+2,59+2,47+2,53+2,48+2,52+2,47+2,51+2,59+2,,33,29,62,44,LB,54,Left,47+2,60+2,59+2,47+2,53+2,48+2,52+2,47+2,51+2,59+2,58,No,€569K,47+2,43,37,2,64,66,64,62,57,41,32,2,Medium/ Medium
14200,205589,C. Thompson,24,https://cdn.sofifa.org/players/4/19/205589.png,England,https://cdn.sofifa.org/flags/14.png,61,64,Wycombe Wanderers,https://cdn.sofifa.org/teams/2/light/1933.png,€325K,€1K,1778,67,49,56,64,49,Normal,51+2,60+2,59+2,49+2,54+2,55,2019,50,41,51,28,26,7,7,14,9,13,48,60,1,2,"Jul 1, 2018",66,51+2,60+2,60+2,54+2,59+2,49+2,53+2,47+2,50+2,59+2,,56,34,61,67,LB,54,Left,51+2,60+2,60+2,54+2,59+2,49+2,53+2,47+2,50+2,59+2,61,No,€270K,47+2,59,43,2,68,55,70,64,71,49,21,2,Medium/ Medium
14201,240661,E. Vignato,17,https://cdn.sofifa.org/players/4/19/240661.png,Italy,https://cdn.sofifa.org/flags/27.png,61,80,Chievo Verona,https://cdn.sofifa.org/teams/2/light/192.png,€500K,€1K,1475,82,32,74,70,66,Lean,59+2,28+2,39+2,59+2,52+2,53,2019,60,59,64,45,55,14,11,13,8,6,23,27,1,26,"Jul 1, 2018",65,59+2,40+2,28+2,52+2,39+2,59+2,60+2,54+2,61+2,44+2,,55,51,18,41,CAM,57,Right,59+2,40+2,28+2,52+2,39+2,59+2,60+2,54+2,61+2,44+2,42,No,€656K,54+2,57,58,3,12,81,49,18,28,55,61,3,Medium/ Medium
14202,239382,F. Otárola,32,https://cdn.sofifa.org/players/4/19/239382.png,Argentina,https://cdn.sofifa.org/flags/52.png,61,61,Club Deportes Temuco,https://cdn.sofifa.org/teams/2/light/112709.png,€140K,€1K,1090,66,59,79,75,63,Normal,59+2,48+2,54+2,59+2,58+2,62,2018,57,54,56,53,55,12,7,12,11,12,46,55,1,7,"Jan 21, 2017",54,59+2,54+2,48+2,58+2,54+2,59+2,60+2,56+2,59+2,56+2,,53,52,37,50,CAM,60,Right,59+2,54+2,48+2,58+2,54+2,59+2,60+2,56+2,59+2,56+2,60,No,€372K,56+2,57,56,3,43,67,82,42,48,61,51,3,High/ Low
14203,186646,N. Kikuchi,33,https://cdn.sofifa.org/players/4/19/186646.png,Japan,https://cdn.sofifa.org/flags/163.png,61,61,Hokkaido Consadole Sapporo,https://cdn.sofifa.org/teams/2/light/112444.png,€100K,€1K,1528,70,57,60,37,61,Normal,53+2,55+2,52+2,56+2,50+2,56,2019,21,21,56,23,63,12,8,7,10,14,64,53,1,29,"Jan 1, 2015",49,53+2,52+2,55+2,50+2,52+2,56+2,53+2,59+2,54+2,51+2,,33,21,34,40,ST,61,Right,53+2,52+2,55+2,50+2,52+2,56+2,53+2,59+2,54+2,51+2,59,No,€464K,59+2,58,45,2,56,69,54,53,79,37,46,2,High/ Medium
14204,214039,N. Lemus,29,https://cdn.sofifa.org/players/4/19/214039.png,Colombia,https://cdn.sofifa.org/flags/56.png,61,61,Envigado FC,https://cdn.sofifa.org/teams/2/light/112526.png,€190K,€1K,1541,60,82,54,47,54,Normal,53+2,39+2,38+2,56+2,46+2,44,2019,32,35,55,31,60,10,8,13,14,8,62,10,1,9,"Jul 23, 2017",77,53+2,36+2,39+2,46+2,38+2,56+2,52+2,59+2,53+2,38+2,,28,56,17,52,ST,59,Right,53+2,36+2,39+2,46+2,38+2,56+2,52+2,59+2,53+2,38+2,59,No,€420K,59+2,54,64,2,19,57,69,12,83,43,49,2,Medium/ Medium
14205,234519,J. Aros,22,https://cdn.sofifa.org/players/4/19/234519.png,Chile,https://cdn.sofifa.org/flags/55.png,61,71,Club Deportes Temuco,https://cdn.sofifa.org/teams/2/light/112709.png,€350K,€1K,1484,54,60,58,48,59,Normal,56+2,61+2,62+2,54+2,60+2,42,2019,47,50,61,49,38,12,7,12,7,6,58,56,1,31,"Jul 1, 2016",65,56+2,60+2,61+2,60+2,62+2,54+2,56+2,52+2,54+2,59+2,,71,43,55,51,CM,44,Right,56+2,60+2,61+2,60+2,62+2,54+2,56+2,52+2,54+2,59+2,56,No,€675K,52+2,73,58,2,69,58,61,68,64,52,37,3,Medium/ High
14206,235799,A. Sissako,20,https://cdn.sofifa.org/players/4/19/235799.png,France,https://cdn.sofifa.org/flags/18.png,61,77,La Berrichonne de Châteauroux,https://cdn.sofifa.org/teams/2/light/212.png,€550K,€1K,1653,61,45,65,57,62,Normal,59+2,43+2,46+2,59+2,55+2,56,2021,35,62,61,37,60,7,6,5,12,12,54,33,1,31,"Jul 1, 2018",65,59+2,44+2,43+2,55+2,46+2,59+2,57+2,60+2,58+2,46+2,,50,57,23,56,ST,59,Right,59+2,44+2,43+2,55+2,46+2,59+2,57+2,60+2,58+2,46+2,57,No,€810K,60+2,60,65,2,31,66,60,33,67,55,60,3,Medium/ High
14207,246039,Jorge Mier,19,https://cdn.sofifa.org/players/4/19/246039.png,Spain,https://cdn.sofifa.org/flags/45.png,61,77,Real Oviedo,https://cdn.sofifa.org/teams/2/light/110827.png,€475K,€1K,1534,44,29,39,50,25,Normal,,,,,,41,,12,13,14,10,13,59,62,63,60,57,13,22,,,,67,,,,,,,,,,,,28,18,28,23,GK,14,Right,,,,,,,,,,,58,No,€34K,,30,23,1,14,27,30,13,66,30,14,2,Medium/ Medium
14208,235288,S. Schreck,19,https://cdn.sofifa.org/players/4/19/235288.png,Germany,https://cdn.sofifa.org/flags/21.png,61,78,Bayer 04 Leverkusen,https://cdn.sofifa.org/teams/2/light/32.png,€550K,€4K,1466,77,50,68,64,62,Normal,58+2,55+2,55+2,59+2,56+2,47,2020,58,46,64,48,52,6,14,5,12,14,57,41,1,26,"Jul 1, 2016",66,58+2,58+2,55+2,56+2,55+2,59+2,61+2,58+2,60+2,58+2,,55,44,57,49,RW,54,Right,58+2,58+2,55+2,56+2,55+2,59+2,61+2,58+2,60+2,58+2,55,No,€680K,58+2,61,58,3,52,79,72,54,64,52,51,2,Medium/ High
14209,238360,L. Wales,20,https://cdn.sofifa.org/players/4/19/238360.png,Australia,https://cdn.sofifa.org/flags/195.png,61,69,Melbourne City FC,https://cdn.sofifa.org/teams/2/light/112224.png,€375K,€2K,1488,79,50,92,91,67,Stocky,57+2,44+2,49+2,55+2,53+2,48,2020,58,52,67,41,41,5,9,9,13,14,33,35,1,11,"Jul 1, 2018",58,57+2,52+2,44+2,53+2,49+2,55+2,59+2,50+2,59+2,54+2,,45,36,44,45,LM,44,Left,57+2,52+2,44+2,53+2,49+2,55+2,59+2,50+2,59+2,54+2,47,No,€619K,50+2,61,46,3,43,77,68,42,40,51,44,4,Medium/ Medium
14210,241688,A. Dursun,19,https://cdn.sofifa.org/players/4/19/241688.png,Turkey,https://cdn.sofifa.org/flags/48.png,61,75,Trabzonspor,https://cdn.sofifa.org/teams/2/light/436.png,€475K,€2K,1553,81,67,85,91,60,Normal,59+2,59+2,61+2,58+2,59+2,60,2020,49,31,52,49,45,10,6,14,8,9,49,56,1,33,"Jul 1, 2016",89,59+2,61+2,59+2,59+2,61+2,58+2,60+2,57+2,58+2,61+2,,58,54,52,58,RCM,57,Right,59+2,61+2,59+2,59+2,61+2,58+2,60+2,57+2,58+2,61+2,60,No,€420K,57+2,62,60,2,53,77,90,62,70,56,48,3,High/ High
14211,245016,A. Ciss,18,https://cdn.sofifa.org/players/4/19/245016.png,Senegal,https://cdn.sofifa.org/flags/136.png,61,75,Fortuna Sittard,https://cdn.sofifa.org/teams/2/light/634.png,€525K,€1K,1659,74,44,74,71,64,Lean,60+2,45+2,52+2,58+2,59+2,58,2021,50,56,60,56,43,11,13,14,12,15,54,42,1,8,"Jul 21, 2017",53,60+2,51+2,45+2,59+2,52+2,58+2,59+2,53+2,58+2,52+2,,60,49,52,46,RM,60,Right,60+2,51+2,45+2,59+2,52+2,58+2,59+2,53+2,58+2,52+2,58,No,€1M,53+2,61,54,2,39,42,69,39,31,66,36,3,Medium/ Medium
14212,225561,M. Litka,22,https://cdn.sofifa.org/players/4/19/225561.png,Germany,https://cdn.sofifa.org/flags/21.png,61,71,KFC Uerdingen 05,https://cdn.sofifa.org/teams/2/light/167.png,€400K,€3K,1519,71,65,69,63,57,Normal,55+2,61+2,58+2,55+2,55+2,53,2021,55,54,60,55,47,12,9,15,12,14,56,60,1,16,"Jul 1, 2017",77,55+2,60+2,61+2,55+2,58+2,55+2,56+2,55+2,56+2,59+2,,56,54,60,48,LB,43,Left,55+2,60+2,61+2,55+2,58+2,55+2,56+2,55+2,56+2,59+2,48,No,€680K,55+2,60,63,2,62,73,62,61,68,50,47,3,Medium/ Medium
14214,241178,Raúl Vallejo,22,https://cdn.sofifa.org/players/4/19/241178.png,Spain,https://cdn.sofifa.org/flags/45.png,61,69,CD Numancia,https://cdn.sofifa.org/teams/2/light/477.png,€375K,€2K,1601,72,55,91,88,62,Stocky,60+2,56+2,58+2,58+2,58+2,55,2019,60,53,64,34,49,16,14,8,7,10,38,58,1,24,"Feb 7, 2018",32,60+2,60+2,56+2,58+2,58+2,58+2,60+2,54+2,61+2,60+2,,55,53,58,58,RB,54,Right,60+2,60+2,56+2,58+2,58+2,58+2,60+2,54+2,61+2,60+2,55,No,€425K,54+2,59,45,2,61,73,58,62,56,59,46,3,Medium/ Medium
14215,203547,J. Ščuk,27,https://cdn.sofifa.org/players/4/19/203547.png,Bosnia Herzegovina,https://cdn.sofifa.org/flags/8.png,61,62,BB Erzurumspor,https://cdn.sofifa.org/teams/2/light/749.png,€240K,€2K,1687,70,64,56,69,61,Lean,59+2,52+2,55+2,58+2,58+2,55,2019,56,57,60,56,51,15,6,13,11,12,55,48,1,20,"Jul 16, 2018",59,59+2,55+2,52+2,58+2,55+2,58+2,59+2,57+2,59+2,56+2,,62,52,34,60,LM,50,Left,59+2,55+2,52+2,58+2,55+2,58+2,59+2,57+2,59+2,56+2,56,No,€713K,57+2,66,64,2,58,70,56,51,54,60,44,3,High/ Low
14216,243227,G. Postma,20,https://cdn.sofifa.org/players/4/19/243227.png,Netherlands,https://cdn.sofifa.org/flags/34.png,61,68,FC Groningen,https://cdn.sofifa.org/teams/2/light/1915.png,€300K,€1K,1577,53,58,53,51,65,Lean,56+2,59+2,60+2,54+2,59+2,48,"Jun 30, 2019",53,44,57,42,32,9,11,11,6,15,62,59,1,20,,54,56+2,57+2,59+2,59+2,60+2,54+2,56+2,53+2,54+2,58+2,FC Ingolstadt 04,66,49,54,40,CM,48,Right,56+2,57+2,59+2,59+2,60+2,54+2,56+2,53+2,54+2,58+2,58,No,,53+2,67,57,2,53,55,65,56,74,52,38,3,Medium/ Medium
14217,203292,O. Turton,25,https://cdn.sofifa.org/players/4/19/203292.png,England,https://cdn.sofifa.org/flags/14.png,61,65,Blackpool,https://cdn.sofifa.org/teams/2/light/1926.png,€270K,€2K,1606,65,34,71,71,50,Lean,60+2,36+2,43+2,58+2,55+2,42,2020,68,45,70,65,60,9,12,12,9,11,50,23,1,33,"Jul 1, 2017",43,60+2,44+2,36+2,55+2,43+2,58+2,61+2,56+2,61+2,47+2,,59,52,17,70,RW,46,Left,60+2,44+2,36+2,55+2,43+2,58+2,61+2,56+2,61+2,47+2,55,No,€1.6M,56+2,71,58,3,28,70,51,28,53,61,39,5,High/ Medium
14218,144156,M. Sejmenovic,32,https://cdn.sofifa.org/players/4/19/144156.png,Bosnia Herzegovina,https://cdn.sofifa.org/flags/8.png,61,61,Neuchâtel Xamax,https://cdn.sofifa.org/teams/2/light/435.png,€140K,€2K,1391,38,26,30,48,19,Normal,,,,,,42,,16,11,13,12,10,63,60,61,60,63,11,19,,,,58,,,,,,,,,,,,17,14,10,29,GK,12,Right,,,,,,,,,,,46,No,€735K,,30,25,1,16,48,43,17,52,45,14,3,Medium/ Medium
14219,226844,Jiang Jihong,28,https://cdn.sofifa.org/players/4/19/226844.png,China PR,https://cdn.sofifa.org/flags/155.png,61,61,Guangzhou R&F FC,https://cdn.sofifa.org/teams/2/light/112429.png,€200K,€3K,1348,68,32,50,55,60,Normal,57+2,38+2,43+2,59+2,52+2,51,2018,58,45,66,39,60,11,14,13,6,13,44,21,1,27,"Aug 11, 2018",40,57+2,43+2,38+2,52+2,43+2,59+2,59+2,59+2,59+2,46+2,,51,40,35,60,LM,60,Right,57+2,43+2,38+2,52+2,43+2,59+2,59+2,59+2,59+2,46+2,58,No,€508K,59+2,63,66,2,27,65,46,26,65,45,49,3,Medium/ Medium
14220,236316,Y. Valery,19,https://cdn.sofifa.org/players/4/19/236316.png,France,https://cdn.sofifa.org/flags/18.png,61,74,Southampton,https://cdn.sofifa.org/teams/2/light/17.png,€425K,€3K,1518,68,44,53,59,53,Stocky,54+2,38+2,38+2,57+2,47+2,57,2022,37,41,51,40,65,7,9,14,11,11,64,19,1,21,"Aug 1, 2018",61,54+2,38+2,38+2,47+2,38+2,57+2,53+2,60+2,55+2,39+2,,37,58,22,65,ST,60,Right,54+2,38+2,38+2,47+2,38+2,57+2,53+2,60+2,55+2,39+2,58,No,€1.7M,60+2,52,58,2,18,69,48,22,67,49,50,3,High/ Medium
14221,240156,L. Marseiler,21,https://cdn.sofifa.org/players/4/19/240156.png,Germany,https://cdn.sofifa.org/flags/21.png,61,71,SpVgg Unterhaching,https://cdn.sofifa.org/teams/2/light/172.png,€400K,€1K,1508,65,28,63,65,51,Normal,56+2,37+2,43+2,55+2,53+2,48,2020,71,45,62,32,55,14,11,9,14,10,45,24,1,36,"Jan 5, 2017",49,56+2,45+2,37+2,53+2,43+2,55+2,59+2,54+2,58+2,48+2,,60,50,26,53,LM,55,Left,56+2,45+2,37+2,53+2,43+2,55+2,59+2,54+2,58+2,48+2,45,No,€1.3M,54+2,61,55,2,28,70,69,29,65,53,40,2,Medium/ Medium
14222,242204,C. Kouan,18,https://cdn.sofifa.org/players/4/19/242204.png,Ivory Coast,https://cdn.sofifa.org/flags/108.png,61,79,Perugia,https://cdn.sofifa.org/teams/2/light/199.png,€525K,€1K,1649,54,59,57,73,52,Normal,48+2,60+2,58+2,47+2,53+2,58,2020,45,39,42,38,33,12,16,14,12,9,63,59,1,4,"Jul 1, 2018",69,48+2,58+2,60+2,53+2,58+2,47+2,50+2,48+2,47+2,57+2,,57,30,49,33,LCB,40,Left,48+2,58+2,60+2,53+2,58+2,47+2,50+2,48+2,47+2,57+2,59,No,€475K,48+2,60,46,2,60,56,79,60,79,46,36,3,Medium/ Medium
14223,215581,J. Łukowski,22,https://cdn.sofifa.org/players/4/19/215581.png,Poland,https://cdn.sofifa.org/flags/37.png,61,68,Wisła Płock,https://cdn.sofifa.org/teams/2/light/1569.png,€350K,€1K,1621,62,70,64,58,61,Normal,53+2,48+2,45+2,56+2,49+2,54,2020,27,33,47,32,60,14,7,7,8,12,66,22,1,27,"Feb 28, 2018",83,53+2,44+2,48+2,49+2,45+2,56+2,52+2,60+2,52+2,44+2,,31,43,31,55,ST,63,Right,53+2,44+2,48+2,49+2,45+2,56+2,52+2,60+2,52+2,44+2,57,No,€431K,60+2,51,63,2,28,59,74,45,79,45,54,3,High/ High
14224,228637,C. Harries,21,https://cdn.sofifa.org/players/4/19/228637.png,Wales,https://cdn.sofifa.org/flags/50.png,61,76,Swansea City,https://cdn.sofifa.org/teams/2/light/1960.png,€500K,€3K,1511,65,74,72,69,59,Normal,52+2,61+2,59+2,50+2,54+2,57,2019,46,28,56,31,28,8,10,9,13,11,57,63,1,2,"Jan 5, 2018",64,52+2,60+2,61+2,54+2,59+2,50+2,54+2,47+2,52+2,59+2,,51,22,55,31,RB,50,Right,52+2,60+2,61+2,54+2,59+2,50+2,54+2,47+2,52+2,59+2,58,No,€585K,47+2,61,26,2,63,70,65,62,63,44,30,2,Medium/ Medium
14225,233245,S. McLoughlin,21,https://cdn.sofifa.org/players/4/19/233245.png,Republic of Ireland,https://cdn.sofifa.org/flags/25.png,61,73,Ipswich Town,https://cdn.sofifa.org/teams/2/light/94.png,€450K,€1K,1542,47,71,38,32,38,Normal,32+2,59+2,50+2,34+2,36+2,58,2021,28,26,30,23,26,12,9,10,13,10,51,60,1,5,"Aug 8, 2018",74,32+2,51+2,59+2,36+2,50+2,34+2,35+2,37+2,33+2,48+2,,24,21,61,35,CB,26,Right,32+2,51+2,59+2,36+2,50+2,34+2,35+2,37+2,33+2,48+2,51,No,€419K,37+2,32,36,2,60,48,60,64,75,29,28,3,Low/ High
